season,week,game_date,team,place,qtr1,qtr2,qtr3,qtr4,ot,spread_line,total_line,half,full
2013,1,2013-09-05,BAL,away,7,10,0,10,,7.5,48.5,17,27
2013,1,2013-09-05,DEN,home,0,14,21,14,,7.5,48.5,14,49
2013,1,2013-09-08,ARI,away,0,10,14,0,,3.5,42.5,10,24
2013,1,2013-09-08,LA,home,0,10,3,14,,3.5,42.5,10,27
2013,1,2013-09-08,ATL,away,10,0,7,0,,3.5,54.5,10,17
2013,1,2013-09-08,NO,home,0,13,7,3,,3.5,54.5,13,23
2013,1,2013-09-08,CIN,away,7,7,7,0,,3.0,41.5,14,21
2013,1,2013-09-08,CHI,home,7,3,7,7,,3.0,41.5,10,24
2013,1,2013-09-08,GB,away,7,7,7,7,,5.0,47.0,14,28
2013,1,2013-09-08,SF,home,7,7,7,13,,5.0,47.0,14,34
2013,1,2013-09-08,KC,away,14,7,0,7,,-3.5,42.5,21,28
2013,1,2013-09-08,JAX,home,2,0,0,0,,-3.5,42.5,2,2
2013,1,2013-09-08,MIA,away,3,3,7,10,,2.5,40.5,6,23
2013,1,2013-09-08,CLE,home,0,7,3,0,,2.5,40.5,7,10
2013,1,2013-09-08,MIN,away,7,7,10,0,,4.0,46.0,14,24
2013,1,2013-09-08,DET,home,3,10,14,7,,4.0,46.0,13,34
2013,1,2013-09-08,NE,away,10,7,0,6,,-10.0,50.5,17,23
2013,1,2013-09-08,BUF,home,0,14,7,0,,-10.0,50.5,14,21
2013,1,2013-09-08,NYG,away,3,7,7,14,,3.5,49.5,10,31
2013,1,2013-09-08,DAL,home,3,10,14,9,,3.5,49.5,13,36
2013,1,2013-09-08,LV,away,0,7,3,7,,11.0,45.0,7,17
2013,1,2013-09-08,IND,home,7,7,0,7,,11.0,45.0,14,21
2013,1,2013-09-08,SEA,away,0,3,3,6,,-3.0,44.5,3,12
2013,1,2013-09-08,CAR,home,0,7,0,0,,-3.0,44.5,7,7
2013,1,2013-09-08,TB,away,7,7,0,3,,-4.0,40.0,14,17
2013,1,2013-09-08,NYJ,home,2,10,0,6,,-4.0,40.0,12,18
2013,1,2013-09-08,TEN,away,0,7,3,6,,6.0,42.0,7,16
2013,1,2013-09-08,PIT,home,2,0,0,7,,6.0,42.0,2,9
2013,1,2013-09-09,HOU,away,7,0,7,17,,-5.0,44.0,7,31
2013,1,2013-09-09,LAC,home,7,14,7,0,,-5.0,44.0,21,28
2013,1,2013-09-09,PHI,away,12,14,7,0,,4.0,51.0,26,33
2013,1,2013-09-09,WAS,home,7,0,7,13,,4.0,51.0,7,27
2013,2,2013-09-12,NYJ,away,3,0,7,0,,10.5,43.0,3,10
2013,2,2013-09-12,NE,home,10,3,0,0,,10.5,43.0,13,13
2013,2,2013-09-15,CAR,away,0,7,7,9,,-3.5,43.5,7,23
2013,2,2013-09-15,BUF,home,0,3,11,10,,-3.5,43.5,3,24
2013,2,2013-09-15,CLE,away,3,3,0,0,,5.5,43.5,6,6
2013,2,2013-09-15,BAL,home,0,0,7,7,,5.5,43.5,0,14
2013,2,2013-09-15,DAL,away,10,0,3,3,,3.0,45.0,10,16
2013,2,2013-09-15,KC,home,7,0,7,3,,3.0,45.0,7,17
2013,2,2013-09-15,DEN,away,0,10,14,17,,-3.5,52.5,10,41
2013,2,2013-09-15,NYG,home,3,6,7,7,,-3.5,52.5,9,23
2013,2,2013-09-15,DET,away,0,14,7,0,,-1.0,47.5,14,21
2013,2,2013-09-15,ARI,home,0,10,6,9,,-1.0,47.5,10,25
2013,2,2013-09-15,JAX,away,0,3,0,6,,3.5,40.5,3,9
2013,2,2013-09-15,LV,home,7,3,3,6,,3.5,40.5,10,19
2013,2,2013-09-15,MIA,away,14,3,7,0,,1.0,43.5,17,24
2013,2,2013-09-15,IND,home,3,14,3,0,,1.0,43.5,17,20
2013,2,2013-09-15,MIN,away,7,14,3,6,,6.0,41.0,21,30
2013,2,2013-09-15,CHI,home,14,10,0,7,,6.0,41.0,24,31
2013,2,2013-09-15,NO,away,10,0,3,3,,-3.0,48.5,10,16
2013,2,2013-09-15,TB,home,7,0,0,7,,-3.0,48.5,7,14
2013,2,2013-09-15,LAC,away,3,10,7,13,,7.5,51.0,13,33
2013,2,2013-09-15,PHI,home,3,7,10,10,,7.5,51.0,10,30
2013,2,2013-09-15,SF,away,0,0,3,0,,3.0,43.5,0,3
2013,2,2013-09-15,SEA,home,0,5,7,17,,3.0,43.5,5,29
2013,2,2013-09-15,LA,away,0,3,7,14,,4.0,47.5,3,24
2013,2,2013-09-15,ATL,home,14,10,0,7,,4.0,47.5,24,31
2013,2,2013-09-15,TEN,away,7,3,0,14,0,7.5,42.5,10,24
2013,2,2013-09-15,HOU,home,7,0,7,10,6,7.5,42.5,7,30
2013,2,2013-09-15,WAS,away,0,0,7,13,,9.0,48.5,0,20
2013,2,2013-09-15,GB,home,10,14,14,0,,9.0,48.5,24,38
2013,2,2013-09-16,PIT,away,3,7,0,0,,7.0,40.0,10,10
2013,2,2013-09-16,CIN,home,7,3,7,3,,7.0,40.0,10,20
2013,3,2013-09-19,KC,away,10,6,0,10,,3.0,50.0,16,26
2013,3,2013-09-19,PHI,home,6,0,3,7,,3.0,50.0,6,16
2013,3,2013-09-22,ARI,away,7,0,0,0,,8.0,48.5,7,7
2013,3,2013-09-22,NO,home,7,7,3,14,,8.0,48.5,14,31
2013,3,2013-09-22,ATL,away,7,6,7,3,,3.0,45.5,13,23
2013,3,2013-09-22,MIA,home,0,10,10,7,,3.0,45.5,10,27
2013,3,2013-09-22,BUF,away,0,6,6,8,,2.5,41.0,6,20
2013,3,2013-09-22,NYJ,home,7,10,3,7,,2.5,41.0,17,27
2013,3,2013-09-22,CHI,away,17,7,3,13,,-2.5,40.5,24,40
2013,3,2013-09-22,PIT,home,0,10,10,3,,-2.5,40.5,10,23
2013,3,2013-09-22,CLE,away,7,17,0,7,,7.0,40.0,24,31
2013,3,2013-09-22,MIN,home,7,10,7,3,,7.0,40.0,17,27
2013,3,2013-09-22,DET,away,7,10,0,10,,-1.0,48.5,17,27
2013,3,2013-09-22,WAS,home,7,7,3,3,,-1.0,48.5,14,20
2013,3,2013-09-22,GB,away,0,16,14,0,,-3.0,49.5,16,30
2013,3,2013-09-22,CIN,home,14,0,7,13,,-3.0,49.5,14,34
2013,3,2013-09-22,HOU,away,3,6,0,0,,1.0,44.5,9,9
2013,3,2013-09-22,BAL,home,0,17,7,6,,1.0,44.5,17,30
2013,3,2013-09-22,IND,away,7,3,3,14,,10.5,45.5,10,27
2013,3,2013-09-22,SF,home,7,0,0,0,,10.5,45.5,7,7
2013,3,2013-09-22,JAX,away,0,0,10,7,,19.5,39.0,0,17
2013,3,2013-09-22,SEA,home,7,17,14,7,,19.5,39.0,24,45
2013,3,2013-09-22,NYG,away,0,0,0,0,,-1.0,46.5,0,0
2013,3,2013-09-22,CAR,home,7,10,14,7,,-1.0,46.5,17,38
2013,3,2013-09-22,LAC,away,7,3,7,0,,3.0,43.0,10,17
2013,3,2013-09-22,TEN,home,0,10,0,10,,3.0,43.0,10,20
2013,3,2013-09-22,LA,away,0,0,7,0,,3.5,47.5,0,7
2013,3,2013-09-22,DAL,home,10,7,7,7,,3.5,47.5,17,31
2013,3,2013-09-22,TB,away,3,0,0,0,,7.5,44.5,3,3
2013,3,2013-09-22,NE,home,0,17,3,3,,7.5,44.5,17,23
2013,3,2013-09-23,LV,away,0,7,7,7,,16.0,48.5,7,21
2013,3,2013-09-23,DEN,home,10,17,3,7,,16.0,48.5,27,37
2013,4,2013-09-26,SF,away,0,14,7,14,,-3.0,43.0,14,35
2013,4,2013-09-26,LA,home,3,0,0,8,,-3.0,43.0,3,11
2013,4,2013-09-29,ARI,away,0,0,0,13,,2.5,40.0,0,13
2013,4,2013-09-29,TB,home,7,3,0,0,,2.5,40.0,10,10
2013,4,2013-09-29,BAL,away,0,7,7,6,,-4.0,45.0,7,20
2013,4,2013-09-29,BUF,home,6,14,3,0,,-4.0,45.0,20,23
2013,4,2013-09-29,CHI,away,3,10,3,16,,3.0,48.0,13,32
2013,4,2013-09-29,DET,home,3,27,7,3,,3.0,48.0,30,40
2013,4,2013-09-29,CIN,away,0,3,3,0,,-3.5,42.5,3,6
2013,4,2013-09-29,CLE,home,7,0,3,7,,-3.5,42.5,7,17
2013,4,2013-09-29,DAL,away,0,21,0,0,,-1.0,47.0,21,21
2013,4,2013-09-29,LAC,home,7,6,7,10,,-1.0,47.0,13,30
2013,4,2013-09-29,IND,away,0,20,14,3,,-9.5,42.5,20,37
2013,4,2013-09-29,JAX,home,3,0,0,0,,-9.5,42.5,3,3
2013,4,2013-09-29,NE,away,0,10,3,17,,3.0,49.0,10,30
2013,4,2013-09-29,ATL,home,3,7,0,13,,3.0,49.0,10,23
2013,4,2013-09-29,NYG,away,0,7,0,0,,3.5,43.5,7,7
2013,4,2013-09-29,KC,home,0,10,7,14,,3.5,43.5,10,31
2013,4,2013-09-29,NYJ,away,0,6,0,7,,3.5,40.5,6,13
2013,4,2013-09-29,TEN,home,10,14,0,14,,3.5,40.5,24,38
2013,4,2013-09-29,PHI,away,3,10,0,7,,10.5,57.5,13,20
2013,4,2013-09-29,DEN,home,14,7,21,10,,10.5,57.5,21,52
2013,4,2013-09-29,PIT,away,7,3,7,10,,-3.0,41.5,10,27
2013,4,2013-09-29,MIN,home,10,10,14,0,,-3.0,41.5,20,34
2013,4,2013-09-29,SEA,away,3,0,3,14,3,-1.0,41.0,3,23
2013,4,2013-09-29,HOU,home,0,20,0,0,0,-1.0,41.0,20,20
2013,4,2013-09-29,WAS,away,0,10,7,7,,-3.5,45.5,10,24
2013,4,2013-09-29,LV,home,14,0,0,0,,-3.5,45.5,14,14
2013,4,2013-09-30,MIA,away,3,7,0,7,,7.0,48.5,10,17
2013,4,2013-09-30,NO,home,7,14,14,3,,7.0,48.5,21,38
2013,5,2013-10-03,BUF,away,10,0,14,0,,3.5,40.5,10,24
2013,5,2013-10-03,CLE,home,0,17,7,13,,3.5,40.5,17,37
2013,5,2013-10-06,BAL,away,3,3,10,10,,2.5,42.5,6,26
2013,5,2013-10-06,MIA,home,3,10,0,10,,2.5,42.5,13,23
2013,5,2013-10-06,CAR,away,3,3,0,0,,-3.0,41.0,6,6
2013,5,2013-10-06,ARI,home,0,3,9,10,,-3.0,41.0,3,22
2013,5,2013-10-06,DEN,away,7,21,10,13,,-7.5,56.5,28,51
2013,5,2013-10-06,DAL,home,14,6,13,15,,-7.5,56.5,20,48
2013,5,2013-10-06,DET,away,0,3,0,6,,10.0,53.0,3,9
2013,5,2013-10-06,GB,home,3,3,10,6,,10.0,53.0,6,22
2013,5,2013-10-06,HOU,away,0,0,3,0,,4.0,43.0,0,3
2013,5,2013-10-06,SF,home,14,7,3,10,,4.0,43.0,21,34
2013,5,2013-10-06,JAX,away,10,0,3,7,,11.0,40.5,10,20
2013,5,2013-10-06,LA,home,7,17,0,10,,11.0,40.5,24,34
2013,5,2013-10-06,KC,away,7,6,0,13,,-2.5,38.0,13,26
2013,5,2013-10-06,TEN,home,0,0,10,7,,-2.5,38.0,0,17
2013,5,2013-10-06,NE,away,0,3,0,3,,-2.0,45.5,3,6
2013,5,2013-10-06,CIN,home,0,3,3,7,,-2.0,45.5,3,13
2013,5,2013-10-06,NO,away,6,14,3,3,,1.0,50.5,20,26
2013,5,2013-10-06,CHI,home,0,7,3,8,,1.0,50.5,7,18
2013,5,2013-10-06,PHI,away,3,16,3,14,,-1.0,53.5,19,36
2013,5,2013-10-06,NYG,home,7,0,14,0,,-1.0,53.5,7,21
2013,5,2013-10-06,LAC,away,0,0,3,14,,-6.0,46.0,0,17
2013,5,2013-10-06,LV,home,14,3,7,3,,-6.0,46.0,17,27
2013,5,2013-10-06,SEA,away,12,7,9,0,,-3.0,43.5,19,28
2013,5,2013-10-06,IND,home,7,10,6,11,,-3.0,43.5,17,34
2013,5,2013-10-07,NYJ,away,3,14,3,10,,10.0,45.0,17,30
2013,5,2013-10-07,ATL,home,0,7,7,14,,10.0,45.0,7,28
2013,6,2013-10-10,NYG,away,7,7,7,0,,9.5,46.5,14,21
2013,6,2013-10-10,CHI,home,7,17,3,0,,9.5,46.5,24,27
2013,6,2013-10-13,ARI,away,7,7,6,0,,10.0,40.5,14,20
2013,6,2013-10-13,SF,home,6,16,0,10,,10.0,40.5,22,32
2013,6,2013-10-13,CAR,away,7,7,14,7,,2.5,44.5,14,35
2013,6,2013-10-13,MIN,home,0,3,0,7,,2.5,44.5,3,10
2013,6,2013-10-13,CIN,away,10,7,7,0,3,-6.0,41.0,17,27
2013,6,2013-10-13,BUF,home,7,3,0,14,0,-6.0,41.0,10,24
2013,6,2013-10-13,DET,away,7,0,7,17,,-1.0,44.0,7,31
2013,6,2013-10-13,CLE,home,0,17,0,0,,-1.0,44.0,17,17
2013,6,2013-10-13,GB,away,3,3,10,3,,-1.0,48.5,6,19
2013,6,2013-10-13,BAL,home,0,0,3,14,,-1.0,48.5,0,17
2013,6,2013-10-13,JAX,away,0,12,7,0,,27.0,53.0,12,19
2013,6,2013-10-13,DEN,home,14,0,14,7,,27.0,53.0,14,35
2013,6,2013-10-13,NO,away,7,0,10,10,,2.5,51.5,7,27
2013,6,2013-10-13,NE,home,3,14,3,10,,2.5,51.5,17,30
2013,6,2013-10-13,LV,away,0,7,0,0,,7.5,41.0,7,7
2013,6,2013-10-13,KC,home,0,7,7,10,,7.5,41.0,7,24
2013,6,2013-10-13,PHI,away,7,7,7,10,,-2.5,44.5,14,31
2013,6,2013-10-13,TB,home,3,14,0,3,,-2.5,44.5,17,20
2013,6,2013-10-13,PIT,away,0,9,7,3,,-1.0,40.5,9,19
2013,6,2013-10-13,NYJ,home,3,3,0,0,,-1.0,40.5,6,6
2013,6,2013-10-13,LA,away,7,10,21,0,,9.5,43.0,17,38
2013,6,2013-10-13,HOU,home,0,6,0,7,,9.5,43.0,6,13
2013,6,2013-10-13,TEN,away,3,7,0,3,,11.0,42.0,10,13
2013,6,2013-10-13,SEA,home,0,7,3,10,,11.0,42.0,7,20
2013,6,2013-10-13,WAS,away,3,3,10,0,,5.5,52.0,6,16
2013,6,2013-10-13,DAL,home,7,7,7,10,,5.5,52.0,14,31
2013,6,2013-10-14,IND,away,3,3,0,3,,-1.0,50.5,6,9
2013,6,2013-10-14,LAC,home,0,10,3,6,,-1.0,50.5,10,19
2013,7,2013-10-17,SEA,away,7,10,14,3,,-5.0,41.0,17,34
2013,7,2013-10-17,ARI,home,0,10,3,9,,-5.0,41.0,10,22
2013,7,2013-10-20,BAL,away,3,3,0,10,,2.5,41.0,6,16
2013,7,2013-10-20,PIT,home,7,3,3,6,,2.5,41.0,10,19
2013,7,2013-10-20,BUF,away,14,3,0,6,,6.0,43.5,17,23
2013,7,2013-10-20,MIA,home,0,14,7,0,,6.0,43.5,14,21
2013,7,2013-10-20,CHI,away,10,7,7,17,,-1.0,47.5,17,41
2013,7,2013-10-20,WAS,home,3,21,7,14,,-1.0,47.5,24,45
2013,7,2013-10-20,CIN,away,7,7,10,3,,2.5,45.5,14,27
2013,7,2013-10-20,DET,home,7,3,7,7,,2.5,45.5,10,24
2013,7,2013-10-20,CLE,away,0,3,3,7,,7.5,45.0,3,13
2013,7,2013-10-20,GB,home,14,3,0,14,,7.5,45.0,17,31
2013,7,2013-10-20,DAL,away,0,3,7,7,,3.0,55.0,3,17
2013,7,2013-10-20,PHI,home,0,0,0,3,,3.0,55.0,0,3
2013,7,2013-10-20,DEN,away,7,7,3,16,,-6.0,54.5,14,33
2013,7,2013-10-20,IND,home,10,16,7,6,,-6.0,54.5,26,39
2013,7,2013-10-20,HOU,away,3,7,6,0,,7.0,38.5,10,16
2013,7,2013-10-20,KC,home,7,7,3,0,,7.0,38.5,14,17
2013,7,2013-10-20,NE,away,14,7,0,6,0,-3.5,43.0,21,27
2013,7,2013-10-20,NYJ,home,7,3,17,0,3,-3.5,43.0,10,30
2013,7,2013-10-20,LAC,away,7,7,3,7,,-7.5,44.5,14,24
2013,7,2013-10-20,JAX,home,0,3,3,0,,-7.5,44.5,3,6
2013,7,2013-10-20,SF,away,3,14,7,7,,-3.0,41.0,17,31
2013,7,2013-10-20,TEN,home,0,0,0,17,,-3.0,41.0,0,17
2013,7,2013-10-20,LA,away,2,3,7,3,,8.0,42.0,5,15
2013,7,2013-10-20,CAR,home,7,10,10,3,,8.0,42.0,17,30
2013,7,2013-10-20,TB,away,0,10,7,6,,6.0,43.0,10,23
2013,7,2013-10-20,ATL,home,7,17,0,7,,6.0,43.0,24,31
2013,7,2013-10-21,MIN,away,7,0,0,0,,4.0,47.5,7,7
2013,7,2013-10-21,NYG,home,3,7,7,6,,4.0,47.5,10,23
2013,8,2013-10-24,CAR,away,7,7,7,10,,-6.5,39.0,14,31
2013,8,2013-10-24,TB,home,3,3,0,7,,-6.5,39.0,6,13
2013,8,2013-10-27,ATL,away,3,3,0,7,,2.5,44.5,6,13
2013,8,2013-10-27,ARI,home,0,21,3,3,,2.5,44.5,21,27
2013,8,2013-10-27,BUF,away,0,10,0,7,,10.5,48.0,10,17
2013,8,2013-10-27,NO,home,7,14,7,7,,10.5,48.0,21,35
2013,8,2013-10-27,CLE,away,0,10,7,0,,7.0,39.0,10,17
2013,8,2013-10-27,KC,home,6,14,0,3,,7.0,39.0,20,23
2013,8,2013-10-27,DAL,away,0,10,3,17,,3.0,51.0,10,30
2013,8,2013-10-27,DET,home,7,0,0,24,,3.0,51.0,7,31
2013,8,2013-10-27,GB,away,7,17,7,13,,-7.0,47.5,24,44
2013,8,2013-10-27,MIN,home,7,10,0,14,,-7.0,47.5,17,31
2013,8,2013-10-27,MIA,away,7,10,0,0,,6.5,46.5,17,17
2013,8,2013-10-27,NE,home,0,3,17,7,,6.5,46.5,3,27
2013,8,2013-10-27,NYG,away,6,6,0,3,,5.5,49.0,12,15
2013,8,2013-10-27,PHI,home,0,0,0,7,,5.5,49.0,0,7
2013,8,2013-10-27,NYJ,away,0,6,3,0,,6.0,40.5,6,9
2013,8,2013-10-27,CIN,home,14,14,14,7,,6.0,40.5,28,49
2013,8,2013-10-27,PIT,away,0,3,0,15,,-2.5,40.0,3,18
2013,8,2013-10-27,LV,home,14,7,0,0,,-2.5,40.0,21,21
2013,8,2013-10-27,SF,away,14,14,7,7,,-16.0,40.0,28,42
2013,8,2013-10-27,JAX,home,0,3,7,0,,-16.0,40.0,3,10
2013,8,2013-10-27,WAS,away,0,7,14,0,,11.0,58.0,7,21
2013,8,2013-10-27,DEN,home,7,0,7,31,,11.0,58.0,7,45
2013,8,2013-10-28,SEA,away,0,7,7,0,,-13.0,43.0,7,14
2013,8,2013-10-28,LA,home,3,0,3,3,,-13.0,43.0,3,9
2013,9,2013-10-31,CIN,away,0,3,7,10,0,-3.0,42.0,3,20
2013,9,2013-10-31,MIA,home,0,10,7,3,2,-3.0,42.0,10,22
2013,9,2013-11-03,ATL,away,0,10,0,0,,10.0,46.5,10,10
2013,9,2013-11-03,CAR,home,7,7,3,17,,10.0,46.5,14,34
2013,9,2013-11-03,BAL,away,3,7,0,8,,-1.0,41.5,10,18
2013,9,2013-11-03,CLE,home,7,7,7,3,,-1.0,41.5,14,24
2013,9,2013-11-03,IND,away,0,3,9,15,,-1.0,42.5,3,27
2013,9,2013-11-03,HOU,home,14,7,3,0,,-1.0,42.5,21,24
2013,9,2013-11-03,KC,away,0,3,10,10,,-4.5,40.5,3,23
2013,9,2013-11-03,BUF,home,7,3,3,0,,-4.5,40.5,10,13
2013,9,2013-11-03,MIN,away,3,7,7,6,,10.0,51.0,10,23
2013,9,2013-11-03,DAL,home,3,3,14,7,,10.0,51.0,6,27
2013,9,2013-11-03,NO,away,7,7,3,3,,-6.0,45.5,14,20
2013,9,2013-11-03,NYJ,home,3,17,3,3,,-6.0,45.5,20,26
2013,9,2013-11-03,PHI,away,7,21,21,0,,-1.0,45.5,28,49
2013,9,2013-11-03,LV,home,3,10,0,7,,-1.0,45.5,13,20
2013,9,2013-11-03,PIT,away,0,10,14,7,,5.5,42.5,10,31
2013,9,2013-11-03,NE,home,7,17,3,28,,5.5,42.5,24,55
2013,9,2013-11-03,LAC,away,0,14,0,10,0,1.0,49.5,14,24
2013,9,2013-11-03,WAS,home,0,7,7,10,6,1.0,49.5,7,30
2013,9,2013-11-03,TB,away,0,21,3,0,0,16.0,40.0,21,24
2013,9,2013-11-03,SEA,home,0,7,7,10,3,16.0,40.0,7,27
2013,9,2013-11-03,TEN,away,7,0,7,14,,-3.0,41.0,7,28
2013,9,2013-11-03,LA,home,0,7,7,7,,-3.0,41.0,7,21
2013,9,2013-11-04,CHI,away,7,10,7,3,,10.0,50.5,17,27
2013,9,2013-11-04,GB,home,10,0,10,0,,10.0,50.5,10,20
2013,10,2013-11-07,WAS,away,10,14,3,0,,-1.0,48.0,24,27
2013,10,2013-11-07,MIN,home,7,7,14,6,,-1.0,48.0,14,34
2013,10,2013-11-10,BUF,away,3,0,0,7,,3.0,42.5,3,10
2013,10,2013-11-10,PIT,home,0,10,7,6,,3.0,42.5,10,23
2013,10,2013-11-10,CAR,away,0,7,0,3,,6.0,43.0,7,10
2013,10,2013-11-10,SF,home,3,6,0,0,,6.0,43.0,9,9
2013,10,2013-11-10,CIN,away,0,0,3,14,0,1.0,44.0,0,17
2013,10,2013-11-10,BAL,home,10,7,0,0,3,1.0,44.0,17,20
2013,10,2013-11-10,DAL,away,3,7,7,0,,6.0,54.0,10,17
2013,10,2013-11-10,NO,home,7,21,7,14,,6.0,54.0,28,49
2013,10,2013-11-10,DEN,away,7,14,7,0,,-7.0,56.0,21,28
2013,10,2013-11-10,LAC,home,0,6,7,7,,-7.0,56.0,6,20
2013,10,2013-11-10,DET,away,7,0,7,7,,-1.0,52.0,7,21
2013,10,2013-11-10,CHI,home,7,0,3,9,,-1.0,52.0,7,19
2013,10,2013-11-10,HOU,away,7,10,0,7,,4.0,41.5,17,24
2013,10,2013-11-10,ARI,home,7,7,6,7,,4.0,41.5,14,27
2013,10,2013-11-10,JAX,away,10,3,7,9,,11.5,41.5,13,29
2013,10,2013-11-10,TEN,home,0,7,3,17,,11.5,41.5,7,27
2013,10,2013-11-10,LV,away,10,7,3,0,,7.5,41.0,17,20
2013,10,2013-11-10,NYG,home,7,7,7,3,,7.5,41.0,14,24
2013,10,2013-11-10,PHI,away,7,3,17,0,,-1.0,47.0,10,27
2013,10,2013-11-10,GB,home,0,3,7,3,,-1.0,47.0,3,13
2013,10,2013-11-10,SEA,away,3,20,3,7,,-3.5,47.0,23,33
2013,10,2013-11-10,ATL,home,0,3,7,0,,-3.5,47.0,3,10
2013,10,2013-11-10,LA,away,7,21,10,0,,7.5,43.0,28,38
2013,10,2013-11-10,IND,home,0,0,8,0,,7.5,43.0,0,8
2013,10,2013-11-11,MIA,away,0,7,12,0,,-1.0,39.0,7,19
2013,10,2013-11-11,TB,home,10,5,0,7,,-1.0,39.0,15,22
2013,11,2013-11-14,IND,away,0,6,17,7,,-2.5,42.0,6,30
2013,11,2013-11-14,TEN,home,14,3,0,10,,-2.5,42.0,17,27
2013,11,2013-11-17,ARI,away,7,7,10,3,,-9.5,40.5,14,27
2013,11,2013-11-17,JAX,home,14,0,0,0,,-9.5,40.5,14,14
2013,11,2013-11-17,ATL,away,0,6,7,15,,1.0,44.0,6,28
2013,11,2013-11-17,TB,home,3,21,14,3,,1.0,44.0,24,41
2013,11,2013-11-17,BAL,away,10,7,0,3,0,4.0,41.0,17,20
2013,11,2013-11-17,CHI,home,0,13,0,7,3,4.0,41.0,13,23
2013,11,2013-11-17,CLE,away,13,0,7,0,,4.0,40.0,13,20
2013,11,2013-11-17,CIN,home,0,31,0,10,,4.0,40.0,31,41
2013,11,2013-11-17,DET,away,0,27,0,0,,-3.0,45.0,27,27
2013,11,2013-11-17,PIT,home,14,6,3,14,,-3.0,45.0,20,37
2013,11,2013-11-17,GB,away,0,6,0,7,,3.5,41.0,6,13
2013,11,2013-11-17,NYG,home,7,3,10,7,,3.5,41.0,10,27
2013,11,2013-11-17,KC,away,0,10,0,7,,7.5,48.5,10,17
2013,11,2013-11-17,DEN,home,10,7,7,3,,7.5,48.5,17,27
2013,11,2013-11-17,MIN,away,3,10,0,7,,13.0,45.0,13,20
2013,11,2013-11-17,SEA,home,10,14,0,17,,13.0,45.0,24,41
2013,11,2013-11-17,NYJ,away,0,0,7,7,,-1.0,39.5,0,14
2013,11,2013-11-17,BUF,home,0,20,14,3,,-1.0,39.5,20,37
2013,11,2013-11-17,LV,away,14,0,14,0,,10.5,41.0,14,28
2013,11,2013-11-17,HOU,home,0,17,0,6,,10.5,41.0,17,23
2013,11,2013-11-17,LAC,away,7,3,3,3,,-2.5,44.0,10,16
2013,11,2013-11-17,MIA,home,3,7,7,3,,-2.5,44.0,10,20
2013,11,2013-11-17,SF,away,0,10,7,3,,3.5,50.0,10,20
2013,11,2013-11-17,NO,home,7,7,0,9,,3.5,50.0,14,23
2013,11,2013-11-17,WAS,away,0,0,0,16,,4.5,54.5,0,16
2013,11,2013-11-17,PHI,home,7,10,7,0,,4.5,54.5,17,24
2013,11,2013-11-18,NE,away,0,3,7,10,,3.0,46.5,3,20
2013,11,2013-11-18,CAR,home,7,3,7,7,,3.0,46.5,10,24
2013,12,2013-11-21,NO,away,7,7,3,0,,-7.5,52.5,14,17
2013,12,2013-11-21,ATL,home,7,6,0,0,,-7.5,52.5,13,13
2013,12,2013-11-24,CAR,away,3,3,7,7,,-4.5,40.0,6,20
2013,12,2013-11-24,MIA,home,7,9,0,0,,-4.5,40.0,16,16
2013,12,2013-11-24,CHI,away,7,7,0,7,,1.0,46.0,14,21
2013,12,2013-11-24,LA,home,21,3,3,15,,1.0,46.0,24,42
2013,12,2013-11-24,DAL,away,7,7,7,3,,1.0,44.5,14,24
2013,12,2013-11-24,NYG,home,0,6,7,8,,1.0,44.5,6,21
2013,12,2013-11-24,DEN,away,17,7,0,7,0,1.0,54.0,24,31
2013,12,2013-11-24,NE,home,0,0,21,10,3,1.0,54.0,0,34
2013,12,2013-11-24,IND,away,3,0,0,8,,3.5,44.5,3,11
2013,12,2013-11-24,ARI,home,7,20,7,6,,3.5,44.5,27,40
2013,12,2013-11-24,JAX,away,7,3,0,3,,10.5,44.0,10,13
2013,12,2013-11-24,HOU,home,0,3,3,0,,10.5,44.0,3,6
2013,12,2013-11-24,MIN,away,3,10,7,3,3,6.0,44.5,13,26
2013,12,2013-11-24,GB,home,7,0,0,16,3,6.0,44.5,7,26
2013,12,2013-11-24,NYJ,away,3,0,0,0,,4.0,38.0,3,3
2013,12,2013-11-24,BAL,home,3,6,10,0,,4.0,38.0,9,19
2013,12,2013-11-24,PIT,away,3,10,7,7,,2.5,40.0,13,27
2013,12,2013-11-24,CLE,home,3,0,0,8,,2.5,40.0,3,11
2013,12,2013-11-24,LAC,away,3,7,14,17,,3.5,43.0,10,41
2013,12,2013-11-24,KC,home,7,7,14,10,,3.5,43.0,14,38
2013,12,2013-11-24,TB,away,3,14,0,7,,7.0,48.5,17,24
2013,12,2013-11-24,DET,home,0,14,7,0,,7.0,48.5,14,21
2013,12,2013-11-24,TEN,away,3,3,7,10,,-2.5,42.0,6,23
2013,12,2013-11-24,LV,home,3,6,3,7,,-2.5,42.0,9,19
2013,12,2013-11-25,SF,away,7,3,14,3,,-5.5,45.5,10,27
2013,12,2013-11-25,WAS,home,0,6,0,0,,-5.5,45.5,6,6
2013,13,2013-11-28,GB,away,0,10,0,0,,7.0,48.5,10,10
2013,13,2013-11-28,DET,home,0,17,9,14,,7.0,48.5,17,40
2013,13,2013-11-28,LV,away,7,14,0,3,,10.0,49.5,21,24
2013,13,2013-11-28,DAL,home,7,7,7,10,,10.0,49.5,14,31
