season,week,game_date,team,place,qtr1,qtr2,qtr3,qtr4,ot,spread_line,total_line,half,full
2017,16,2017-12-23,MIN,away,10,0,3,3,,-8.5,41.0,10,16
2017,16,2017-12-23,GB,home,0,0,0,0,,-8.5,41.0,0,0
2017,16,2017-12-24,ATL,away,0,0,3,10,,5.5,52.0,0,13
2017,16,2017-12-24,NO,home,3,10,7,3,,5.5,52.0,13,23
2017,16,2017-12-24,BUF,away,3,10,3,0,,11.0,47.5,13,16
2017,16,2017-12-24,NE,home,0,13,10,14,,11.0,47.5,13,37
2017,16,2017-12-24,CLE,away,0,3,0,0,,5.5,37.0,3,3
2017,16,2017-12-24,CHI,home,6,0,14,0,,5.5,37.0,6,20
2017,16,2017-12-24,DEN,away,3,0,0,8,,3.0,39.5,3,11
2017,16,2017-12-24,WAS,home,0,10,3,14,,3.0,39.5,10,27
2017,16,2017-12-24,DET,away,7,0,3,7,,-3.0,43.5,7,17
2017,16,2017-12-24,CIN,home,0,6,7,13,,-3.0,43.5,6,26
2017,16,2017-12-24,JAX,away,0,16,3,14,,-4.0,43.0,16,33
2017,16,2017-12-24,SF,home,10,6,7,21,,-4.0,43.0,16,44
2017,16,2017-12-24,LAC,away,0,7,7,0,,-7.5,42.5,7,14
2017,16,2017-12-24,NYJ,home,0,0,7,0,,-7.5,42.5,0,7
2017,16,2017-12-24,LA,away,6,7,7,7,,-5.5,46.0,13,27
2017,16,2017-12-24,TEN,home,3,10,7,3,,-5.5,46.0,13,23
2017,16,2017-12-24,MIA,away,3,10,0,0,,11.0,43.5,13,13
2017,16,2017-12-24,KC,home,3,17,3,6,,11.0,43.5,20,29
2017,16,2017-12-24,NYG,away,0,0,0,0,,3.0,39.0,0,0
2017,16,2017-12-24,ARI,home,3,7,6,7,,3.0,39.0,10,23
2017,16,2017-12-24,SEA,away,0,7,7,7,,4.5,47.0,7,21
2017,16,2017-12-24,DAL,home,0,9,3,0,,4.5,47.0,9,12
2017,16,2017-12-24,TB,away,3,6,7,3,,10.0,46.5,9,19
2017,16,2017-12-24,CAR,home,3,9,3,7,,10.0,46.5,12,22
2017,16,2017-12-25,LV,away,0,7,3,0,,10.0,46.0,7,10
2017,16,2017-12-25,PHI,home,7,0,3,9,,10.0,46.0,7,19
2017,16,2017-12-25,PIT,away,10,10,7,7,,-8.0,45.5,20,34
2017,16,2017-12-25,HOU,home,0,0,0,6,,-8.0,45.5,0,6
2017,17,2017-12-31,ARI,away,10,10,3,3,,8.0,38.0,20,26
2017,17,2017-12-31,SEA,home,7,0,7,10,,8.0,38.0,7,24
2017,17,2017-12-31,BUF,away,7,3,9,3,,-2.5,41.5,10,22
2017,17,2017-12-31,MIA,home,0,0,3,13,,-2.5,41.5,0,16
2017,17,2017-12-31,CAR,away,0,7,0,3,,5.0,44.5,7,10
2017,17,2017-12-31,ATL,home,7,0,6,9,,5.0,44.5,7,22
2017,17,2017-12-31,CHI,away,0,7,0,3,,13.5,38.0,7,10
2017,17,2017-12-31,MIN,home,7,9,7,0,,13.5,38.0,16,23
2017,17,2017-12-31,CIN,away,7,10,7,7,,8.0,40.0,17,31
2017,17,2017-12-31,BAL,home,0,10,7,10,,8.0,40.0,10,27
2017,17,2017-12-31,CLE,away,0,14,10,0,,5.0,38.5,14,24
2017,17,2017-12-31,PIT,home,7,14,7,0,,5.0,38.5,21,28
2017,17,2017-12-31,DAL,away,0,0,0,6,,-3.5,41.0,0,6
2017,17,2017-12-31,PHI,home,0,0,0,0,,-3.5,41.0,0,0
2017,17,2017-12-31,GB,away,3,0,0,8,,7.5,45.0,3,11
2017,17,2017-12-31,DET,home,3,17,7,8,,7.5,45.0,20,35
2017,17,2017-12-31,HOU,away,3,10,0,0,,5.5,42.0,13,13
2017,17,2017-12-31,IND,home,0,7,7,8,,5.5,42.0,7,22
2017,17,2017-12-31,JAX,away,0,3,0,7,,2.5,40.0,3,10
2017,17,2017-12-31,TEN,home,0,12,3,0,,2.5,40.0,12,15
2017,17,2017-12-31,KC,away,7,7,10,3,,3.0,37.5,14,27
2017,17,2017-12-31,DEN,home,3,7,0,14,,3.0,37.5,10,24
2017,17,2017-12-31,NO,away,14,0,3,7,,-6.0,49.0,14,24
2017,17,2017-12-31,TB,home,7,6,0,18,,-6.0,49.0,13,31
2017,17,2017-12-31,NYJ,away,3,0,0,3,,17.0,43.5,3,6
2017,17,2017-12-31,NE,home,7,14,3,2,,17.0,43.5,21,26
2017,17,2017-12-31,LV,away,0,10,0,0,,7.0,43.0,10,10
2017,17,2017-12-31,LAC,home,0,20,10,0,,7.0,43.0,20,30
2017,17,2017-12-31,SF,away,10,10,7,7,,-6.5,44.5,20,34
2017,17,2017-12-31,LA,home,3,3,0,7,,-6.5,44.5,6,13
2017,17,2017-12-31,WAS,away,7,3,0,0,,-5.0,41.0,10,10
2017,17,2017-12-31,NYG,home,15,0,0,3,,-5.0,41.0,15,18
2017,18,2018-01-06,ATL,away,6,7,6,7,,6.5,48.0,13,26
2017,18,2018-01-06,LA,home,0,10,0,3,,6.5,48.0,10,13
2017,18,2018-01-06,TEN,away,0,3,7,12,,8.5,44.0,3,22
2017,18,2018-01-06,KC,home,14,7,0,0,,8.5,44.0,21,21
2017,18,2018-01-07,BUF,away,0,3,0,0,,8.5,39.5,3,3
2017,18,2018-01-07,JAX,home,0,3,7,0,,8.5,39.5,3,10
2017,18,2018-01-07,CAR,away,0,9,3,14,,6.5,47.5,9,26
2017,18,2018-01-07,NO,home,7,14,3,7,,6.5,47.5,21,31
2017,19,2018-01-13,ATL,away,3,7,0,0,,-2.5,40.0,10,10
2017,19,2018-01-13,PHI,home,0,9,3,3,,-2.5,40.0,9,15
2017,19,2018-01-13,TEN,away,7,0,0,7,,13.5,48.0,7,14
2017,19,2018-01-13,NE,home,0,21,7,7,,13.5,48.0,21,35
2017,19,2018-01-14,JAX,away,14,14,0,17,,7.0,40.5,28,45
2017,19,2018-01-14,PIT,home,0,14,7,21,,7.0,40.5,14,42
2017,19,2018-01-14,NO,away,0,0,7,17,,5.5,47.0,0,24
2017,19,2018-01-14,MIN,home,10,7,0,12,,5.5,47.0,17,29
2017,20,2018-01-21,JAX,away,0,14,3,3,,7.5,46.0,14,20
2017,20,2018-01-21,NE,home,3,7,0,14,,7.5,46.0,10,24
2017,20,2018-01-21,MIN,away,7,0,0,0,,-3.0,39.0,7,7
2017,20,2018-01-21,PHI,home,7,17,7,7,,-3.0,39.0,24,38
2017,21,2018-02-04,PHI,away,9,13,7,12,,4.5,48.5,22,41
2017,21,2018-02-04,NE,home,3,9,14,7,,4.5,48.5,12,33
2018,1,2018-09-06,ATL,away,3,3,0,6,,1.0,44.5,6,12
2018,1,2018-09-06,PHI,home,0,3,7,8,,1.0,44.5,3,18
2018,1,2018-09-09,BUF,away,0,0,3,0,,7.5,39.0,0,3
2018,1,2018-09-09,BAL,home,14,12,14,7,,7.5,39.0,26,47
2018,1,2018-09-09,CHI,away,7,10,3,3,,6.5,45.0,17,23
2018,1,2018-09-09,GB,home,0,0,3,21,,6.5,45.0,0,24
2018,1,2018-09-09,CIN,away,3,7,7,17,,-1.0,47.5,10,34
2018,1,2018-09-09,IND,home,3,13,7,0,,-1.0,47.5,16,23
2018,1,2018-09-09,DAL,away,0,0,0,8,,2.5,42.5,0,8
2018,1,2018-09-09,CAR,home,0,10,0,6,,2.5,42.5,10,16
2018,1,2018-09-09,HOU,away,3,3,7,7,,6.0,49.5,6,20
2018,1,2018-09-09,NE,home,7,14,3,3,,6.0,49.5,21,27
2018,1,2018-09-09,JAX,away,3,10,0,7,,-2.5,43.0,13,20
2018,1,2018-09-09,NYG,home,3,3,3,6,,-2.5,43.0,6,15
2018,1,2018-09-09,KC,away,14,3,14,7,,3.5,48.0,17,38
2018,1,2018-09-09,LAC,home,6,6,0,16,,3.5,48.0,12,28
2018,1,2018-09-09,PIT,away,0,7,14,0,0,-3.5,41.0,7,21
2018,1,2018-09-09,CLE,home,0,0,7,14,0,-3.5,41.0,0,21
2018,1,2018-09-09,SEA,away,7,3,7,7,,3.0,42.5,10,24
2018,1,2018-09-09,DEN,home,7,10,3,7,,3.0,42.5,17,27
2018,1,2018-09-09,SF,away,0,3,10,3,,6.0,46.5,3,16
2018,1,2018-09-09,MIN,home,3,7,14,0,,6.0,46.5,10,24
2018,1,2018-09-09,TB,away,14,17,10,7,,10.0,50.0,31,48
2018,1,2018-09-09,NO,home,10,14,0,16,,10.0,50.0,24,40
2018,1,2018-09-09,TEN,away,3,0,0,17,,-1.0,43.5,3,20
2018,1,2018-09-09,MIA,home,0,7,3,17,,-1.0,43.5,7,27
2018,1,2018-09-09,WAS,away,0,21,0,3,,2.0,43.5,21,24
2018,1,2018-09-09,ARI,home,0,0,0,6,,2.0,43.5,0,6
2018,1,2018-09-10,LA,away,7,3,10,13,,-6.0,47.5,10,33
2018,1,2018-09-10,LV,home,7,6,0,0,,-6.0,47.5,13,13
2018,1,2018-09-10,NYJ,away,7,10,31,0,,7.0,44.0,17,48
2018,1,2018-09-10,DET,home,7,3,7,0,,7.0,44.0,10,17
2018,2,2018-09-13,BAL,away,0,14,3,6,,1.0,43.0,14,23
2018,2,2018-09-13,CIN,home,14,14,0,6,,1.0,43.0,28,34
2018,2,2018-09-16,ARI,away,0,0,0,0,,13.5,43.5,0,0
2018,2,2018-09-16,LA,home,0,19,8,7,,13.5,43.5,19,34
2018,2,2018-09-16,CAR,away,3,7,0,14,,5.5,44.0,10,24
2018,2,2018-09-16,ATL,home,3,14,7,7,,5.5,44.0,17,31
2018,2,2018-09-16,CLE,away,3,3,6,6,,10.0,51.0,6,18
2018,2,2018-09-16,NO,home,3,0,0,18,,10.0,51.0,3,21
2018,2,2018-09-16,DET,away,7,3,3,14,,6.0,48.5,10,27
2018,2,2018-09-16,SF,home,3,10,14,3,,6.0,48.5,13,30
2018,2,2018-09-16,HOU,away,0,7,3,7,,-3.5,41.0,7,17
2018,2,2018-09-16,TEN,home,14,0,0,6,,-3.5,41.0,14,20
2018,2,2018-09-16,IND,away,7,7,0,7,,6.0,48.0,14,21
2018,2,2018-09-16,WAS,home,0,3,3,3,,6.0,48.0,3,9
2018,2,2018-09-16,KC,away,21,0,14,7,,4.5,52.0,21,42
2018,2,2018-09-16,PIT,home,0,21,7,9,,4.5,52.0,21,37
2018,2,2018-09-16,LAC,away,14,14,0,3,,-7.5,41.5,28,31
2018,2,2018-09-16,BUF,home,0,6,7,7,,-7.5,41.5,6,20
2018,2,2018-09-16,MIA,away,7,13,0,0,,3.0,43.0,20,20
2018,2,2018-09-16,NYJ,home,0,0,6,6,,3.0,43.0,0,12
2018,2,2018-09-16,MIN,away,7,0,0,22,0,-2.0,45.0,7,29
2018,2,2018-09-16,GB,home,7,10,3,9,0,-2.0,45.0,17,29
2018,2,2018-09-16,NE,away,0,3,7,10,,-2.0,44.5,3,20
2018,2,2018-09-16,JAX,home,14,7,3,7,,-2.0,44.5,21,31
2018,2,2018-09-16,NYG,away,0,0,3,10,,3.0,42.0,0,13
2018,2,2018-09-16,DAL,home,10,0,3,7,,3.0,42.0,10,20
2018,2,2018-09-16,LV,away,3,9,7,0,,5.5,44.5,12,19
2018,2,2018-09-16,DEN,home,0,0,10,10,,5.5,44.5,0,20
2018,2,2018-09-16,PHI,away,0,7,7,7,,-3.0,46.5,7,21
2018,2,2018-09-16,TB,home,7,13,7,0,,-3.0,46.5,20,27
2018,2,2018-09-17,SEA,away,0,3,0,14,,5.0,42.5,3,17
2018,2,2018-09-17,CHI,home,7,3,0,14,,5.0,42.5,10,24
2018,3,2018-09-20,NYJ,away,0,14,0,3,,3.0,41.0,14,17
2018,3,2018-09-20,CLE,home,0,3,11,7,,3.0,41.0,3,21
2018,3,2018-09-23,BUF,away,17,10,0,0,,16.5,41.0,27,27
2018,3,2018-09-23,MIN,home,0,0,0,6,,16.5,41.0,0,6
2018,3,2018-09-23,CHI,away,0,3,10,3,,-6.0,39.0,3,16
2018,3,2018-09-23,ARI,home,14,0,0,0,,-6.0,39.0,14,14
2018,3,2018-09-23,CIN,away,7,7,7,0,,2.5,44.0,14,21
2018,3,2018-09-23,CAR,home,7,14,7,3,,2.5,44.0,21,31
2018,3,2018-09-23,DAL,away,0,3,3,7,,1.0,40.0,3,13
2018,3,2018-09-23,SEA,home,0,17,0,7,,1.0,40.0,17,24
2018,3,2018-09-23,DEN,away,14,0,0,0,,5.5,46.0,14,14
2018,3,2018-09-23,BAL,home,10,10,7,0,,5.5,46.0,20,27
2018,3,2018-09-23,GB,away,0,10,7,0,,-2.5,46.5,10,17
2018,3,2018-09-23,WAS,home,14,14,0,3,,-2.5,46.5,28,31
2018,3,2018-09-23,IND,away,7,0,6,3,,6.5,45.5,7,16
2018,3,2018-09-23,PHI,home,7,3,3,7,,6.5,45.5,10,20
2018,3,2018-09-23,LAC,away,6,7,7,3,,7.5,49.0,13,23
2018,3,2018-09-23,LA,home,14,7,14,0,,7.5,49.0,21,35
2018,3,2018-09-23,NE,away,0,3,7,0,,-7.0,55.5,3,10
2018,3,2018-09-23,DET,home,3,10,7,6,,-7.0,55.5,13,26
2018,3,2018-09-23,NO,away,7,9,7,14,6,1.5,54.0,16,43
2018,3,2018-09-23,ATL,home,7,7,7,16,0,1.5,54.0,14,37
2018,3,2018-09-23,NYG,away,7,13,0,7,,6.5,44.0,20,27
2018,3,2018-09-23,HOU,home,3,3,3,13,,6.5,44.0,6,22
2018,3,2018-09-23,LV,away,7,3,7,3,,3.0,46.0,10,20
2018,3,2018-09-23,MIA,home,0,7,7,14,,3.0,46.0,7,28
2018,3,2018-09-23,SF,away,0,10,14,3,,6.0,53.0,10,27
2018,3,2018-09-23,KC,home,14,21,0,3,,6.0,53.0,35,38
2018,3,2018-09-23,TEN,away,3,0,3,3,,10.0,39.0,3,9
2018,3,2018-09-23,JAX,home,0,3,0,3,,10.0,39.0,3,6
2018,3,2018-09-24,PIT,away,6,24,0,0,,1.0,55.0,30,30
2018,3,2018-09-24,TB,home,7,3,3,14,,1.0,55.0,10,27
2018,4,2018-09-27,MIN,away,7,13,8,3,,7.5,48.5,20,31
2018,4,2018-09-27,LA,home,7,21,10,0,,7.5,48.5,28,38
2018,4,2018-09-30,BAL,away,14,0,3,9,,3.0,51.0,14,26
2018,4,2018-09-30,PIT,home,0,14,0,0,,3.0,51.0,14,14
2018,4,2018-09-30,BUF,away,0,0,0,0,,8.5,44.0,0,0
2018,4,2018-09-30,GB,home,6,10,3,3,,8.5,44.0,16,22
2018,4,2018-09-30,CIN,away,14,14,0,9,,3.5,52.0,28,37
2018,4,2018-09-30,ATL,home,7,17,3,9,,3.5,52.0,24,36
2018,4,2018-09-30,CLE,away,3,14,11,14,0,2.5,44.5,17,42
2018,4,2018-09-30,LV,home,7,7,7,21,3,2.5,44.5,14,45
2018,4,2018-09-30,DET,away,7,3,0,14,,2.5,44.0,10,24
2018,4,2018-09-30,DAL,home,3,10,7,6,,2.5,44.0,13,26
2018,4,2018-09-30,HOU,away,14,7,7,3,6,-1.0,48.0,21,37
2018,4,2018-09-30,IND,home,7,3,7,14,3,-1.0,48.0,10,34
2018,4,2018-09-30,MIA,away,0,0,0,7,,6.5,50.5,0,7
2018,4,2018-09-30,NE,home,3,21,7,7,,6.5,50.5,24,38
2018,4,2018-09-30,NO,away,0,12,7,14,,-3.5,51.5,12,33
2018,4,2018-09-30,NYG,home,7,0,3,8,,-3.5,51.5,7,18
2018,4,2018-09-30,NYJ,away,0,0,3,9,,7.5,40.5,0,12
2018,4,2018-09-30,JAX,home,3,13,9,6,,7.5,40.5,16,31
2018,4,2018-09-30,PHI,away,0,10,7,3,3,-3.0,41.5,10,23
2018,4,2018-09-30,TEN,home,3,0,7,10,6,-3.0,41.5,3,26
2018,4,2018-09-30,SEA,away,7,0,10,3,,-3.5,40.0,7,20
2018,4,2018-09-30,ARI,home,0,10,0,7,,-3.5,40.0,10,17
2018,4,2018-09-30,SF,away,14,3,7,3,,10.0,46.0,17,27
2018,4,2018-09-30,LAC,home,6,11,9,3,,10.0,46.0,17,29
2018,4,2018-09-30,TB,away,0,3,0,7,,3.0,46.0,3,10
2018,4,2018-09-30,CHI,home,14,24,7,3,,3.0,46.0,38,48
2018,4,2018-10-01,KC,away,3,7,3,14,,-3.5,53.5,10,27
2018,4,2018-10-01,DEN,home,3,10,7,3,,-3.5,53.5,13,23
2018,5,2018-10-04,IND,away,0,3,7,14,,10.5,49.5,3,24
2018,5,2018-10-04,NE,home,7,17,0,14,,10.5,49.5,24,38
2018,5,2018-10-07,ARI,away,7,7,0,14,,3.0,40.5,14,28
2018,5,2018-10-07,SF,home,6,0,0,12,,3.0,40.5,6,18
2018,5,2018-10-07,ATL,away,0,10,0,7,,3.5,57.0,10,17
2018,5,2018-10-07,PIT,home,13,0,14,14,,3.5,57.0,13,41
2018,5,2018-10-07,BAL,away,3,0,3,3,0,-3.0,44.5,3,9
2018,5,2018-10-07,CLE,home,0,6,3,0,3,-3.0,44.5,6,12
2018,5,2018-10-07,DAL,away,6,0,7,3,0,3.5,45.0,6,16
2018,5,2018-10-07,HOU,home,0,10,3,3,3,3.5,45.0,10,19
2018,5,2018-10-07,DEN,away,7,3,0,6,,-1.0,42.0,10,16
2018,5,2018-10-07,NYJ,home,0,21,3,10,,-1.0,42.0,21,34
2018,5,2018-10-07,GB,away,0,0,14,9,,1.0,50.0,0,23
2018,5,2018-10-07,DET,home,14,10,0,7,,1.0,50.0,24,31
2018,5,2018-10-07,JAX,away,0,0,7,7,,3.0,48.0,0,14
2018,5,2018-10-07,KC,home,7,13,3,7,,3.0,48.0,20,30
2018,5,2018-10-07,LA,away,7,10,7,9,,-7.5,50.5,17,33
2018,5,2018-10-07,SEA,home,7,10,14,0,,-7.5,50.5,17,31
2018,5,2018-10-07,MIA,away,0,14,3,0,,6.0,47.5,14,17
2018,5,2018-10-07,CIN,home,0,0,3,24,,6.0,47.5,0,27
2018,5,2018-10-07,MIN,away,3,14,3,3,,3.5,48.0,17,23
2018,5,2018-10-07,PHI,home,0,3,3,15,,3.5,48.0,3,21
2018,5,2018-10-07,NYG,away,3,10,3,15,,7.0,43.5,13,31
2018,5,2018-10-07,CAR,home,7,13,0,13,,7.0,43.5,20,33
2018,5,2018-10-07,LV,away,0,3,0,7,,5.5,52.0,3,10
2018,5,2018-10-07,LAC,home,3,14,3,6,,5.5,52.0,17,26
2018,5,2018-10-07,TEN,away,3,3,0,6,,-6.0,38.0,6,12
2018,5,2018-10-07,BUF,home,7,0,3,3,,-6.0,38.0,7,13
2018,5,2018-10-08,WAS,away,3,10,0,6,,5.5,51.5,13,19
2018,5,2018-10-08,NO,home,6,20,14,3,,5.5,51.5,26,43
2018,6,2018-10-11,PHI,away,14,10,7,3,,-1.5,45.5,24,34
2018,6,2018-10-11,NYG,home,3,3,7,0,,-1.5,45.5,6,13
2018,6,2018-10-14,ARI,away,3,7,0,7,,10.0,43.5,10,17
2018,6,2018-10-14,MIN,home,10,3,14,0,,10.0,43.5,13,27
2018,6,2018-10-14,BAL,away,7,7,7,0,,-2.5,43.5,14,21
2018,6,2018-10-14,TEN,home,0,0,0,0,,-2.5,43.5,0,0
2018,6,2018-10-14,BUF,away,0,0,6,7,,10.5,40.5,0,13
2018,6,2018-10-14,HOU,home,7,3,0,10,,10.5,40.5,10,20
2018,6,2018-10-14,CAR,away,0,6,3,8,,-1.0,44.5,6,17
2018,6,2018-10-14,WAS,home,14,3,0,6,,-1.0,44.5,17,23
2018,6,2018-10-14,CHI,away,0,0,21,7,0,-7.5,40.5,0,28
2018,6,2018-10-14,MIA,home,7,0,6,15,3,-7.5,40.5,7,31
2018,6,2018-10-14,IND,away,7,6,7,14,,2.5,47.5,13,34
2018,6,2018-10-14,NYJ,home,10,13,10,9,,2.5,47.5,23,42
2018,6,2018-10-14,JAX,away,0,0,7,0,,-3.0,39.5,0,7
2018,6,2018-10-14,DAL,home,10,14,6,10,,-3.0,39.5,24,40
2018,6,2018-10-14,KC,away,6,3,17,14,,4.0,59.5,9,40
2018,6,2018-10-14,NE,home,10,14,3,16,,4.0,59.5,24,43
2018,6,2018-10-14,LAC,away,7,14,14,3,,1.0,47.0,21,38
2018,6,2018-10-14,CLE,home,0,6,0,8,,1.0,47.0,6,14
2018,6,2018-10-14,LA,away,6,7,7,3,,-7.0,50.0,13,23
2018,6,2018-10-14,DEN,home,3,0,7,10,,-7.0,50.0,3,20
2018,6,2018-10-14,PIT,away,0,14,3,11,,1.0,49.5,14,28
2018,6,2018-10-14,CIN,home,7,7,0,7,,1.0,49.5,14,21
2018,6,2018-10-14,SEA,away,7,10,3,7,,-3.0,47.5,17,27
2018,6,2018-10-14,LV,home,0,0,0,3,,-3.0,47.5,0,3
2018,6,2018-10-14,TB,away,6,7,3,13,,3.0,57.5,13,29
2018,6,2018-10-14,ATL,home,7,17,0,10,,3.0,57.5,24,34
2018,6,2018-10-15,SF,away,14,10,3,3,,9.0,46.5,24,30
2018,6,2018-10-15,GB,home,17,3,3,10,,9.0,46.5,20,33
2018,7,2018-10-18,DEN,away,21,14,7,3,,-1.0,42.5,35,45
2018,7,2018-10-18,ARI,home,3,0,7,0,,-1.0,42.5,3,10
2018,7,2018-10-21,BUF,away,0,0,5,0,,7.0,43.5,0,5
2018,7,2018-10-21,IND,home,0,24,0,13,,7.0,43.5,24,37
2018,7,2018-10-21,CAR,away,0,0,0,21,,5.0,45.0,0,21
2018,7,2018-10-21,PHI,home,0,10,7,0,,5.0,45.0,10,17
2018,7,2018-10-21,CIN,away,0,7,3,0,,6.5,56.0,7,10
2018,7,2018-10-21,KC,home,7,17,14,7,,6.5,56.0,24,45
2018,7,2018-10-21,CLE,away,2,0,7,14,0,3.5,52.5,2,23
2018,7,2018-10-21,TB,home,3,13,7,0,3,3.5,52.5,16,26
2018,7,2018-10-21,DAL,away,0,7,0,10,,-1.5,40.5,7,17
2018,7,2018-10-21,WAS,home,7,0,3,10,,-1.5,40.5,7,20
2018,7,2018-10-21,DET,away,7,10,9,6,,-3.0,47.0,17,32
2018,7,2018-10-21,MIA,home,0,7,7,7,,-3.0,47.0,7,21
2018,7,2018-10-21,HOU,away,6,7,7,0,,4.0,43.0,13,20
2018,7,2018-10-21,JAX,home,0,0,7,0,,4.0,43.0,0,7
2018,7,2018-10-21,LA,away,3,19,10,7,,-8.0,52.0,22,39
2018,7,2018-10-21,SF,home,0,7,3,0,,-8.0,52.0,7,10
2018,7,2018-10-21,MIN,away,7,3,10,17,,-3.5,45.0,10,37
2018,7,2018-10-21,NYJ,home,7,0,3,7,,-3.5,45.0,7,17
2018,7,2018-10-21,NE,away,7,14,10,7,,-1.0,49.0,21,38
2018,7,2018-10-21,CHI,home,10,7,7,7,,-1.0,49.0,17,31
2018,7,2018-10-21,NO,away,0,7,0,17,,2.5,49.0,7,24
2018,7,2018-10-21,BAL,home,0,10,7,6,,2.5,49.0,10,23
2018,7,2018-10-21,TEN,away,3,3,7,6,,6.5,46.0,6,19
2018,7,2018-10-21,LAC,home,10,0,7,3,,6.5,46.0,10,20
2018,7,2018-10-22,NYG,away,0,3,3,14,,4.5,52.0,3,20
2018,7,2018-10-22,ATL,home,0,10,0,13,,4.5,52.0,10,23
2018,8,2018-10-25,MIA,away,7,3,10,3,,7.5,45.0,10,23
2018,8,2018-10-25,HOU,home,7,7,14,14,,7.5,45.0,14,42
2018,8,2018-10-28,BAL,away,7,0,7,7,,-2.5,44.0,7,21
2018,8,2018-10-28,CAR,home,7,17,3,9,,-2.5,44.0,24,36
2018,8,2018-10-28,CLE,away,6,0,6,6,,8.5,47.5,6,18
2018,8,2018-10-28,PIT,home,0,14,9,10,,8.5,47.5,14,33
2018,8,2018-10-28,DEN,away,7,7,0,9,,8.5,53.0,14,23
2018,8,2018-10-28,KC,home,3,13,14,0,,8.5,53.0,16,30
2018,8,2018-10-28,GB,away,7,3,10,7,,7.5,57.0,10,27
2018,8,2018-10-28,LA,home,0,8,15,6,,7.5,57.0,8,29
2018,8,2018-10-28,IND,away,10,3,8,21,,-3.5,51.0,13,42
2018,8,2018-10-28,LV,home,0,14,14,0,,-3.5,51.0,14,28
2018,8,2018-10-28,NO,away,7,10,10,3,,-2.5,53.5,17,30
2018,8,2018-10-28,MIN,home,7,6,0,7,,-2.5,53.5,13,20
2018,8,2018-10-28,NYJ,away,0,3,0,7,,8.5,42.5,3,10
2018,8,2018-10-28,CHI,home,7,0,7,10,,8.5,42.5,7,24
2018,8,2018-10-28,PHI,away,0,10,7,7,,-4.0,44.5,10,24
2018,8,2018-10-28,JAX,home,3,3,6,6,,-4.0,44.5,6,18
2018,8,2018-10-28,SEA,away,0,21,0,7,,3.0,47.5,21,28
2018,8,2018-10-28,DET,home,7,0,0,7,,3.0,47.5,7,14
2018,8,2018-10-28,SF,away,2,3,7,3,,-2.5,40.0,5,15
2018,8,2018-10-28,ARI,home,0,3,0,15,,-2.5,40.0,3,18
2018,8,2018-10-28,TB,away,0,9,7,18,,3.5,55.0,9,34
2018,8,2018-10-28,CIN,home,7,20,7,3,,3.5,55.0,27,37
2018,8,2018-10-28,WAS,away,7,0,3,10,,-1.0,43.0,7,20
2018,8,2018-10-28,NYG,home,0,3,0,10,,-1.0,43.0,3,13
2018,8,2018-10-29,NE,away,3,6,3,13,,-13.5,44.0,9,25
2018,8,2018-10-29,BUF,home,0,3,3,0,,-13.5,44.0,3,6
2018,9,2018-11-01,LV,away,3,0,0,0,,-1.5,44.0,3,3
2018,9,2018-11-01,SF,home,7,10,14,3,,-1.5,44.0,17,34
2018,9,2018-11-04,ATL,away,7,14,7,10,,1.5,46.5,21,38
2018,9,2018-11-04,WAS,home,0,7,7,0,,1.5,46.5,7,14
2018,9,2018-11-04,CHI,away,0,28,3,10,,-10.5,38.0,28,41
2018,9,2018-11-04,BUF,home,0,0,3,6,,-10.5,38.0,0,9
2018,9,2018-11-04,DET,away,0,6,0,3,,4.5,47.0,6,9
2018,9,2018-11-04,MIN,home,7,10,0,7,,4.5,47.0,17,24
2018,9,2018-11-04,GB,away,3,7,7,0,,5.0,56.0,10,17
2018,9,2018-11-04,NE,home,7,10,0,14,,5.0,56.0,17,31
2018,9,2018-11-04,HOU,away,7,9,0,3,,1.0,46.5,16,19
2018,9,2018-11-04,DEN,home,3,7,7,0,,1.0,46.5,10,17
2018,9,2018-11-04,KC,away,7,14,13,3,,-7.5,51.0,21,37
2018,9,2018-11-04,CLE,home,3,12,0,6,,-7.5,51.0,15,21
2018,9,2018-11-04,LAC,away,6,13,0,6,,1.0,48.5,19,25
2018,9,2018-11-04,SEA,home,7,3,0,7,,1.0,48.5,10,17
2018,9,2018-11-04,LA,away,7,10,10,8,,-2.5,57.5,17,35
2018,9,2018-11-04,NO,home,14,21,0,10,,-2.5,57.5,35,45
2018,9,2018-11-04,NYJ,away,0,3,0,3,,3.0,43.5,3,6
2018,9,2018-11-04,MIA,home,0,6,0,7,,3.0,43.5,6,13
2018,9,2018-11-04,PIT,away,7,7,6,3,,1.5,47.0,14,23
2018,9,2018-11-04,BAL,home,3,3,7,3,,1.5,47.0,6,16
2018,9,2018-11-04,TB,away,0,14,7,7,,6.0,55.5,14,28
2018,9,2018-11-04,CAR,home,14,21,0,7,,6.0,55.5,35,42
2018,9,2018-11-05,TEN,away,0,14,7,7,,4.5,40.0,14,28
2018,9,2018-11-05,DAL,home,7,7,0,0,,4.5,40.0,14,14
2018,10,2018-11-08,CAR,away,7,7,0,7,,3.5,51.0,14,21
2018,10,2018-11-08,PIT,home,21,10,14,7,,3.5,51.0,31,52
2018,10,2018-11-11,ARI,away,7,0,7,0,,16.5,49.5,7,14
2018,10,2018-11-11,KC,home,10,10,0,6,,16.5,49.5,20,26
